order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,custmer_id,_region_mismatch_flag
ORD-03037,CUST-304,PROD-140,,,06/08/2023,14-Jun-2023,40,484,15526.71,12001.7,,Completed,,,
ORD-03945,C084,PROD-141,,,2024-06-11,19-Jun-2024,29,187,3479.2,1492.87,,Returned,,,
ORD-03915,CUST-262,PROD-058,LOC-075,REP-005,2023-04-20,05/03/2023,37,$200.46,4863.34,3728.29,0.3443,Completed,East,,
ORD-04227,CUST-576,PROD-109,LOC-052,REP-059,18-Dec-2023,12/29/2023,9,$161.47,1253.56,929.66,0.1374,Completed,East,,
ORD-00013,CUST-952,PROD-093,,,06/15/2023,2023-06-24,50,461.60,14600.41,9338.1,,Completed,,,
ORD-00094,CUST-923,PROD-074,,,20-Aug-2024,08/23/2024,15,$233.27,3143.55,1578.47,,Completed,,,
ORD-03542,C373,PROD-171,LOC-035,REP-015,2023-10-07,2023-10-16,17,461,6749.54,3923.86,0.1404,Pending,North,,
ORD-01721,CUST-088,PROD-077,LOC-077,REP-052,04/30/2024,2024-05-06,31,334,6941.54,3275.93,0.3315,Completed,Central,,
ORD-01042,C581,PROD-161,LOC-060,,30-Nov-2024,2024-12-13,13,128.76,1395.18,669.42,0.1665,Completed,,,
ORD-04016,CUST-085,PROD-072,LOC-097,REP-026,10/25/2023,2023-10-26,29,477,11230.16,5372.35,0.1884,Completed,West,,
ORD-04698,CUST-666,PROD-183,LOC-008,REP-057,2023-11-12,2023-11-16,34,$422.86,14114.14,6774.78,0.0183,Completed,North,,
ORD-01127,CUST-517,PROD-185,LOC-091,,22-Jan-2024,2024-02-02,26,$69.94,1279.82,650.15,0.2962,Completed,,CUST-9005,
ORD-04562,CUST-275,PROD-109,LOC-077,REP-002,12/05/2023,2023-12-11,45,380.90,11153.32,6342.53,0.3493,Completed,Central,,
ORD-00801,CUST-944,PROD-012,LOC-098,REP-025,2023-05-28,2023-05-31,13,$99.88,1101.99,605.77,0.1513,Completed,South,,
ORD-04288,CUST-619,PROD-014,LOC-029,REP-056,25-Apr-2023,05/01/2023,4,242.11,635.88,267.19,0.3434,Completed,West,,
ORD-02073,CUST-702,PROD-127,LOC-026,REP-059,2023-01-24,03-Feb-2023,6,195.32,818.94,533.22,0.3012,Returned,South,,
ORD-00562,CUST-776,PROD-038,,,2024-10-22,2024-11-02,4,$49.81,134.13,101.26,,Returned,,,
ORD-03668,CUST-620,PROD-070,LOC-094,REP-069,03/30/2024,2024-04-06,2,237.18,337.74,148.57,0.288,Completed,South,CUST-9422,
ORD-02883,CUST-220,PROD-004,,,2024-02-16,2024-02-27,30,122.27,2919.81,1325.72,,Completed,,,
ORD-02095,CUST-129,PROD-061,,,07-Feb-2023,02/14/2023,7,404,2485.64,1556.63,,Cancelled,,,
ORD-02621,CUST-936,PROD-144,LOC-065,REP-010,2023-06-15,2022-12-01,49,$210.14,8573.17,4475.5,0.1674,Completed,West,,
ORD-03543,CUST-591,PROD-022,LOC-013,REP-052,04/20/2024,2024-05-01,45,$193.04,8662.48,4558.72,0.0028,Completed,South,,
ORD-01104,CUST-608,PROD-152,,,2023-07-07,19-Jul-2023,50,296,9973.49,6021.49,,Completed,,,
ORD-03012,CUST-280,PROD-107,LOC-041,REP-062,04/25/2024,2024-05-03,36,453.54,14624.49,8432.59,0.1043,Returned,Central,,
ORD-00430,CUST-898,PROD-140,,,11-Apr-2023,04/18/2023,9,130.99,817.81,624.83,,Completed,,,
ORD-03415,CUST-462,PROD-078,LOC-006,REP-020,2024-02-27,2024-03-04,10,$7.83,74.52,34.65,0.0483,Pending,North,,
ORD-03318,CUST-946,PROD-112,LOC-024,REP-016,12/11/2023,12/20/2023,16,$396.20,5443.47,3532.78,0.1413,Completed,East,,
ORD-02459,CUST-016,PROD-042,LOC-036,REP-022,2023-10-16,10/30/2023,38,$464.44,14936.11,10957.71,0.1537,Completed,West,,
ORD-02760,CUST-963,PROD-099,LOC-059,REP-074,23-Dec-2023,2024-01-02,44,$20.46,595.42,418.69,0.3386,Completed,North,,
ORD-02894,CUST-936,PROD-137,,,29-Aug-2023,2023-09-06,5,153,755.25,586.99,,Returned,,,
ORD-04712,CUST-625,PROD-170,LOC-099,REP-002,2023-02-04,10-Feb-2023,17,$443.29,6043.82,3379.03,0.198,Completed,South,,
ORD-00587,CUST-265,PROD-068,,,21-Sep-2023,2023-09-24,50,41.63,1434.57,793.49,0.3108,Completed,,,
ord-01638,CUST-518,PROD-128,LOC-092,REP-020,05/21/2024,2024-05-31,35,248,6819.28,5065.43,0.2168,Completed,West,,
ORD-01339,CUST-927,PROD-199,,,01/19/2024,30-Jan-2024,20,110.69,2088.72,926.26,,Pending,,,
ord-02741,CUST-937,PROD-041,LOC-050,REP-024,2024-07-24,2024-07-28,2,338.42,553.93,415.39,0.1816,Completed,North,,
ORD-03536,CUST-933,PROD-180,,,27-Jul-2024,2024-08-04,6,$331.86,1483.81,1096.59,,Completed,,,
ORD-04814,CUST-469,PROD-044,LOC-022,REP-019,05/22/2024,05-Jun-2024,3,451,1237.01,885.71,0.0868,Completed,West,,
ORD-04707,CUST-353,PROD-030,LOC-025,REP-058,2023-12-03,12/08/2023,1,71.36,62.86,50.22,0.1191,Pending,East,,
ORD-04887,CUST-312,PROD-113,LOC-033,REP-058,09/25/2024,26-Sep-2024,1,$93.77,67.96,28.4,0.2753,Pending,North,,
ORD-03486,CUST-828,PROD-055,LOC-047,REP-034,24-May-2024,2024-06-05,43,$256.70,8450.77,6363.5,0.2344,Pending,West,,
ORD-00288,CUST-171,PROD-096,,,2024-12-19,12/20/2024,11,250.72,2375.4,1441.6,,Returned,,,
ORD-03397,CUST-323,PROD-084,LOC-003,REP-052,2024-02-21,2024-03-01,25,445.51,7613.77,6019.39,0.3164,Returned,Central,,
ORD-03904,CUST-973,PROD-089,LOC-015,REP-059,03/09/2024,2024-03-15,46,$331.32,11465.59,8329.12,0.2477,Completed,North,,
ORD-03790,CUST-184,PROD-193,,,08-Apr-2023,09-Apr-2023,46,475,21020.88,11873.0,,Pending,,,
ORD-02060,CUST-632,PROD-006,LOC-027,REP-024,2024-08-20,08/25/2024,20,$372.24,6116.65,4508.14,0.1784,Returned,West,,
ORD-04166,CUST-421,PROD-131,LOC-033,REP-057,08-Mar-2023,2023-03-14,8,117,688.63,456.68,0.2676,Cancelled,South,,
ORD-03788,CUST-802,PROD-171,LOC-064,REP-037,30-Aug-2023,03-Sep-2023,45,445,17562.19,7369.81,0.1246,Returned,East,,
ORD-04634,CUST-547,PROD-064,LOC-084,REP-004,12/29/2024,01/03/2025,13,$398.47,5091.01,2168.69,0.0172,Pending,West,,
ord-02548,CUST-792,PROD-113,LOC-014,REP-050,2024-06-28,2024-06-29,21,$19.52,398.03,272.35,0.029,Cancelled,North,,
ORD-00678,CUST-275,PROD-164,,,07/04/2023,2023-07-05,41,353,9482.4,5980.9,,Completed,,,
ORD-02424,CUST-876,PROD-180,LOC-012,,08/28/2024,08/30/2024,14,460.79,5464.69,2360.39,0.1529,Pending,,,
ORD-01742,CUST-853,PROD-153,,,12/12/2024,2024-12-13,23,61,1139.13,648.16,,Pending,,,
ORD-03072,CUST-365,PROD-109,LOC-071,REP-007,05-Sep-2023,2023-09-17,33,251.91,5429.24,2988.08,0.3469,Completed,South,,
ORD-01346,CUST-932,PROD-114,LOC-013,REP-006,05-Oct-2024,2024-10-13,45,$491.73,16020.56,12199.03,0.276,Cancelled,South,,
ORD-01925,CUST-625,PROD-072,LOC-055,REP-051,08-Jun-2023,06/12/2023,35,$398.00,9278.77,7227.23,0.3339,Completed,Central,,
ORD-02679,CUST-835,PROD-079,LOC-075,REP-047,02/07/2023,2023-02-12,30,$19.31,347.7,241.56,0.3998,Completed,South,,
ORD-03838,CUST-364,PROD-166,LOC-092,REP-008,2024-11-13,21-Nov-2024,5,455,1512.98,800.44,0.3358,Cancelled,South,,
ORD-01651,C714,PROD-165,,,2023-04-10,2026-07-15,28,226,5535.49,2249.75,,Pending,,,
ORD-01695,CUST-268,PROD-041,LOC-088,REP-001,22-Aug-2023,25-Aug-2023,9,$430.71,3053.04,2375.45,0.2124,Completed,East,,
ORD-02560,CUST-968,PROD-110,,,2024-06-02,2024-06-06,19,282.97,3535.0,2349.15,,Cancelled,,,
ORD-01380,CUST-434,PROD-180,LOC-002,REP-039,2023-10-30,2023-11-11,4,369.07,1361.13,979.39,0.078,Completed,West,,
ORD-02214,CUST-238,PROD-144,LOC-066,REP-036,07/05/2024,2024-07-13,13,5,69.82,44.89,0.1034,Completed,East,,
ORD-03261,CUST-979,PROD-023,LOC-044,REP-062,16-Apr-2024,2024-04-28,39,$14.18,367.37,291.07,0.3357,Pending,Central,,
ORD-01336,CUST-129,PROD-161,,,2023-11-04,07-Nov-2023,3,$232.67,499.57,308.03,,Completed,,CUST-9599,
ORD-02400,CUST-894,PROD-164,LOC-066,REP-008,30-Jul-2024,2024-08-13,5,137,477.12,265.3,0.3056,Completed,South,,
ORD-02355,CUST-046,PROD-080,LOC-048,REP-066,09/24/2024,10/04/2024,44,$439.20,17602.96,8969.4,0.0891,Returned,East,,
ORD-01631,CUST-075,PROD-147,LOC-018,REP-042,04/03/2024,2024-04-05,44,136.13,4625.26,3205.29,0.2278,Completed,South,,
ORD-01863,CUST-611,PROD-037,LOC-042,REP-048,2024-08-09,15-Aug-2024,40,$458.95,16109.14,7007.72,0.1225,Completed,West,CUST-9898,
ORD-00777,CUST-240,PROD-127,LOC-047,REP-005,15-Oct-2023,2023-10-26,46,182.12,8075.93,5212.02,0.036,Completed,South,,
ORD-03808,CUST-341,PROD-015,LOC-097,REP-035,02/26/2024,08-Mar-2024,16,$415.60,5078.3,2126.4,0.2363,Completed,North,,
ORD-01565,CUST-415,PROD-097,LOC-073,REP-016,09/09/2023,2023-09-16,23,$320.15,7102.05,4897.29,0.0355,Completed,South,,
ORD-00415,CUST-701,PROD-043,,,2024-05-28,06-Jun-2024,6,$201.41,965.68,642.25,,Returned,,,
ORD-02891,CUST-427,PROD-022,,,07/20/2024,2024-07-25,50,$141.33,5271.61,2179.59,,Completed,,,
ORD-02260,CUST-093,PROD-098,LOC-037,REP-056,2024-11-06,2024-11-14,35,272,8960.84,4737.4,0.0606,Pending,East,,
ORD-03120,CUST-700,PROD-093,LOC-005,REP-070,22-Jan-2023,2023-02-04,38,100.87,3787.83,2600.17,0.0118,Completed,West,,
ORD-04951,CUST-873,PROD-161,LOC-013,REP-031,25-May-2024,05/26/2024,46,$66.58,2081.7,1376.82,0.3203,Cancelled,South,,
ORD-03990,CUST-293,PROD-187,LOC-048,REP-033,11/29/2024,12/10/2024,33,371,11547.41,8789.55,0.0574,Completed,Central,,
ORD-02641,CUST-319,PROD-163,LOC-018,REP-039,26-Dec-2023,2023-12-30,40,271.88,7800.78,5920.03,0.2827,Completed,East,,
ORD-00253,CUST-449,PROD-185,,,26-May-2023,2023-06-01,20,174.82,2399.58,1460.01,,Completed,,,
ORD-00655,CUST-988,PROD-073,LOC-022,REP-069,01-Jun-2024,2024-06-11,5,$54.06,207.78,84.27,0.2313,Completed,South,CUST-9299,
ORD-00351,CUST-600,PROD-076,,,16-Aug-2023,2023-08-22,15,373.38,4912.93,3513.91,,Completed,,,
ORD-02729,CUST-439,PROD-114,LOC-042,REP-016,2023-10-11,10/13/2023,44,$36.86,1209.24,953.24,0.2544,Completed,South,,
ORD-00766,CUST-276,PROD-016,LOC-041,REP-060,03-Sep-2023,09/16/2023,39,$295.08,9238.72,6475.94,0.1972,Completed,North,,
ORD-00458,CUST-890,PROD-043,LOC-082,REP-044,2024-05-14,05/27/2024,48,226,10518.07,6789.05,0.0314,Completed,South,,
ORD-02933,CUST-434,PROD-130,,,30-Jan-2023,2023-02-02,13,$209.66,1892.1,1279.27,0.3058,Completed,,,
ORD-03980,CUST-280,PROD-180,,,02/11/2023,23-Feb-2023,3,133,366.93,279.92,,Pending,,,
ORD-00091,CUST-779,PROD-163,,,08/29/2023,09-Sep-2023,44,$460.86,12186.98,8515.12,,Completed,,,
ord-04576,CUST-671,PROD-158,LOC-045,REP-042,2023-03-09,18-Mar-2023,7,297,1541.57,738.61,0.2593,Pending,East,,
ORD-03314,CUST-350,PROD-108,LOC-085,REP-063,17-Apr-2024,2024-04-22,47,423.50,19064.53,10877.24,0.0422,Completed,Central,,
ORD-00027,CUST-076,PROD-138,,,04/13/2024,2024-04-19,49,468.19,22856.43,14821.57,,Completed,,,
ORD-03663,CUST-518,PROD-067,LOC-021,REP-005,2024-04-18,04/28/2024,26,382.62,7488.94,5435.21,0.2472,Pending,West,,
ORD-00182,CUST-572,PROD-094,LOC-097,REP-019,14-Oct-2023,28-Oct-2023,40,$341.80,13022.58,10288.27,0.0475,Completed,East,CUST-9341,
ORD-00997,CUST-649,PROD-116,,,2024-02-28,03/01/2024,32,479,14885.63,10046.83,0.0305,Completed,,,
ORD-01875,CUST-507,PROD-043,,,08/21/2023,31-Aug-2023,45,396,12365.45,6022.55,,Completed,,,
ord-04434,CUST-603,PROD-103,LOC-049,REP-007,30-Aug-2023,2023-09-13,34,$275.54,6322.71,3313.85,0.3251,Pending,West,,
ORD-02585,CUST-703,PROD-168,,,10/24/2024,10/29/2024,16,220.76,2663.25,1305.02,,Pending,,,
ORD-01958,CUST-611,PROD-112,LOC-093,REP-017,02-Feb-2024,13-Feb-2024,26,$144.48,2448.85,1713.15,0.3481,Pending,North,,
ORD-03826,CUST-603,PROD-026,,,2024-11-07,2024-11-20,33,230.88,6235.42,2664.66,,Pending,,,
ORD-02601,CUST-859,PROD-156,LOC-042,REP-014,2024-04-12,2024-04-14,28,$124.51,2704.31,2024.3,0.2243,Completed,Central,,
ORD-02958,CUST-066,PROD-005,LOC-050,REP-013,11/23/2024,2024-11-28,1,128,84.14,42.21,0.3433,Completed,East,,
ORD-03492,CUST-145,PROD-162,LOC-096,REP-033,2024-09-09,2024-09-16,3,50,126.0,79.3,0.1737,Cancelled,South,,
ORD-04488,CUST-295,PROD-054,,,2023-12-16,27-Dec-2023,9,27,208.53,158.0,,Returned,,,
ORD-04580,CUST-795,PROD-123,LOC-050,REP-067,17-Aug-2023,28-Aug-2023,27,288,6952.76,3484.43,0.1085,Pending,East,,
ORD-04839,CUST-839,PROD-193,,,04/18/2023,2023-04-29,43,211.14,8805.74,5287.6,,Completed,,,
ORD-02835,CUST-948,PROD-140,LOC-031,REP-009,2024-04-23,05/07/2024,16,293.50,4398.27,1988.52,0.0634,Pending,Central,,
ORD-03629,CUST-065,PROD-050,LOC-033,REP-004,2023-05-01,2023-05-15,45,275.84,11239.79,4544.84,0.0945,Completed,South,,
ORD-04440,CUST-663,PROD-175,,,10/18/2024,10/22/2024,27,177,3136.99,2478.48,,Completed,,CUST-9821,
ORD-00070,CUST-122,PROD-143,,,10/06/2024,2024-10-17,4,80.10,216.43,168.74,,Completed,,,
ORD-00719,CUST-677,PROD-185,LOC-073,REP-033,02/18/2023,2023-02-27,5,459,1823.85,1102.08,0.2054,Completed,West,,
ORD-01676,CUST-138,PROD-094,LOC-051,REP-007,05/22/2023,01-Jun-2023,36,473.17,13497.84,6104.63,0.2076,Completed,North,,
ord-01383,CUST-489,PROD-095,LOC-019,REP-041,19-Oct-2023,2023-10-22,38,$68.63,1610.66,724.1,0.3824,Returned,Central,,
ORD-01600,CUST-255,PROD-038,LOC-043,REP-073,04/02/2023,11-Apr-2023,19,76,1002.67,633.4,0.3134,Pending,Central,,
ORD-03922,CUST-334,PROD-075,LOC-091,,02-Apr-2023,04/05/2023,45,295.97,10094.2,6496.56,0.2421,Pending,,,
ORD-00204,CUST-935,PROD-121,LOC-097,REP-069,2023-08-13,08/16/2023,31,$80.83,1756.27,1128.04,0.2991,Completed,Central,,
ord-00677,CUST-528,PROD-117,,,31-May-2024,13-Jun-2024,20,219,3438.47,1650.57,,Completed,,,
ORD-03958,CUST-169,PROD-072,,,2023-05-04,05/06/2023,30,$223.83,6168.98,3827.59,,Pending,,,
ORD-04310,CUST-856,PROD-035,LOC-019,REP-057,08-Feb-2023,10-Feb-2023,1,72,47.5,26.67,0.3445,Completed,Central,,
ORD-00388,CUST-368,PROD-116,,,2024-11-30,05-Dec-2024,10,$420.49,3043.51,1576.71,,Pending,,,
ORD-03648,CUST-893,PROD-075,LOC-019,REP-011,01/07/2024,2024-01-20,46,63,1846.03,1220.16,0.3631,Completed,East,,
ORD-01701,CUST-998,PROD-088,LOC-091,REP-008,10-Apr-2023,04/23/2023,47,336,12992.59,5966.88,0.1791,Completed,North,,
ORD-01085,CUST-013,PROD-032,,,2023-02-09,19-Feb-2023,18,184.04,2439.16,1739.05,,Returned,,,
ORD-02724,CUST-540,PROD-056,LOC-020,REP-032,2024-11-10,2024-11-13,11,265.14,2724.34,1674.4,0.0659,Completed,North,,
ORD-02292,CUST-881,PROD-152,LOC-084,REP-024,03-Sep-2023,2023-09-16,11,$408.66,2814.48,2134.24,0.3739,Completed,Central,,
ORD-04672,CUST-330,PROD-014,LOC-092,REP-069,07-Dec-2023,12/21/2023,29,180.44,3265.77,2429.31,0.3759,Returned,Central,,
ORD-04245,CUST-756,PROD-043,LOC-098,REP-030,03/02/2023,03/07/2023,47,39.53,1602.08,847.92,0.1377,Cancelled,Central,,
ORD-00222,CUST-390,PROD-120,,,05-May-2024,05/09/2024,45,304,12568.41,9628.04,,Completed,,,
ORD-04938,CUST-598,PROD-159,LOC-017,REP-018,01/04/2024,01/14/2024,24,$271.36,6095.83,3567.33,0.064,Completed,West,,
ORD-04567,CUST-038,PROD-184,LOC-089,REP-054,08-Dec-2023,12/16/2023,9,$336.33,2296.56,1786.47,0.2413,Completed,,,
ORD-00743,CUST-895,PROD-078,,,01-Mar-2023,12-Mar-2023,46,$400.54,11970.62,9445.59,,Completed,,,
ORD-04663,CUST-224,PROD-150,LOC-077,REP-045,2024-02-05,2024-02-13,14,379,5274.73,3225.25,0.0083,Completed,South,,
ORD-04231,CUST-192,PROD-145,LOC-053,REP-056,02/04/2024,02/07/2024,10,182,1180.33,671.94,0.3525,Completed,West,,
ORD-03204,CUST-569,PROD-169,LOC-089,REP-065,2023-03-02,03/09/2023,10,114,782.7,568.55,0.3163,Completed,West,,
ORD-02134,CUST-856,PROD-122,LOC-078,REP-007,05/02/2024,2024-05-09,45,73.49,2508.4,1221.98,0.2415,Completed,Central,,
ORD-04362,CUST-804,PROD-043,LOC-002,REP-019,21-Dec-2023,28-Dec-2023,35,$440.48,10048.67,6262.73,0.3482,Pending,West,,
ORD-04721,CUST-408,PROD-109,LOC-054,REP-016,2023-10-26,27-Oct-2023,45,321,13228.63,5690.26,0.0862,Pending,North,,
ORD-00178,CUST-511,PROD-132,,,2023-09-12,09/26/2023,11,$407.67,2809.46,1934.18,,Completed,,,
ORD-04182,CUST-183,PROD-084,LOC-036,REP-047,07-Sep-2023,09/21/2023,25,259,5991.55,2742.44,0.0752,Completed,South,,
ORD-01452,CUST-211,PROD-173,,,29-Mar-2024,04/01/2024,48,444.62,14081.29,9860.81,,Completed,,,
ORD-01581,CUST-904,PROD-105,LOC-005,REP-010,2024-10-08,19-Oct-2024,13,248.83,3060.43,2012.57,0.0539,Cancelled,North,,
ORD-04307,CUST-886,PROD-106,LOC-012,REP-058,06/30/2023,07/05/2023,1,$21.57,21.06,9.13,0.0235,Completed,Central,,
ORD-02403,CUST-565,PROD-087,LOC-096,REP-032,07/28/2024,2024-08-07,45,346.25,9809.95,4423.43,0.3704,Pending,Central,,
ORD-01922,CUST-852,PROD-008,LOC-005,REP-071,08/16/2024,08/23/2024,33,372.02,8963.19,5944.5,0.2699,Pending,Central,,
ORD-02332,CUST-372,PROD-157,LOC-047,REP-015,08/21/2023,08/23/2023,37,$373.33,10138.9,5966.4,0.266,Completed,West,,
ORD-02836,CUST-242,PROD-195,LOC-083,REP-056,2023-07-02,07-Jul-2023,42,289,7413.09,5312.89,0.3907,Completed,West,,
ORD-04692,CUST-618,PROD-194,LOC-003,REP-067,2024-08-11,20-Aug-2024,26,100.85,1695.45,812.79,0.3534,Completed,West,,
ord-01948,CUST-083,PROD-103,LOC-045,REP-070,24-May-2024,06/01/2024,21,398.42,7831.34,4256.15,0.064,Completed,West,,
ORD-04993,CUST-764,PROD-033,LOC-022,REP-053,2023-10-16,2023-10-19,14,223.28,1890.24,949.38,0.3953,Completed,West,,
ORD-01213,CUST-311,PROD-038,LOC-075,,31-May-2023,10-Jun-2023,19,$430.28,7334.08,3602.26,0.1029,Returned,,,
ORD-01371,CUST-966,PROD-127,,,2023-12-28,2023-12-30,5,476.71,1710.44,1100.03,,Completed,,,
ORD-01908,CUST-424,PROD-169,,,06/21/2024,07/01/2024,36,421.05,10528.61,6787.69,,Completed,,,
ORD-01035,CUST-594,PROD-134,LOC-090,REP-044,2024-11-26,02-Dec-2024,22,$198.56,3639.25,2902.58,0.1669,Completed,North,,
ORD-02820,CUST-486,PROD-171,,,09/15/2023,09/28/2023,11,403.76,3433.17,2468.04,,Completed,,,
ORD-04221,CUST-974,PROD-163,LOC-013,REP-031,23-May-2024,24-May-2024,19,$496.51,9130.87,6524.99,0.0321,Completed,Central,,
ORD-01076,CUST-516,PROD-027,LOC-007,REP-045,11-Jan-2024,01/24/2024,36,$149.88,3984.71,2433.61,0.2615,Completed,Central,CUST-9636,
ORD-03968,CUST-327,PROD-191,LOC-097,REP-057,31-Dec-2023,01/08/2024,16,$368.83,4122.63,2188.53,0.3014,Completed,North,,
ORD-03162,CUST-535,PROD-136,,,31-Dec-2024,03-Jan-2025,41,412.83,15583.8,12278.3,,Cancelled,,,
ORD-01860,CUST-740,PROD-198,LOC-082,REP-043,07-Dec-2024,17-Dec-2024,44,137,5266.38,3061.94,0.1323,Completed,East,,
ORD-04317,CUST-727,PROD-067,LOC-089,REP-042,23-Mar-2024,26-Mar-2024,36,8,272.24,133.15,0.0789,Completed,West,,
ORD-02023,CUST-985,PROD-192,LOC-002,REP-041,02-Apr-2023,04/13/2023,43,159.98,5490.93,3845.54,0.2018,Pending,West,,
ORD-02866,CUST-764,PROD-196,LOC-076,REP-005,11/10/2023,14-Nov-2023,44,111,3022.13,1237.84,0.3857,Cancelled,North,,
ORD-03419,CUST-064,PROD-133,,,11/17/2023,21-Nov-2023,0,361.06,2802.19,1149.39,,Completed,,,
ORD-02781,CUST-106,PROD-129,LOC-050,REP-074,2024-05-25,05/28/2024,3,144.56,342.87,207.94,0.2094,Completed,East,,
ORD-00220,CUST-618,PROD-011,,,04/05/2024,04/19/2024,24,$50.77,865.36,412.08,,Completed,,,
ORD-02229,C835,PROD-113,LOC-048,REP-036,2023-02-13,2023-02-19,23,$115.04,1837.33,922.96,0.3056,Pending,Central,,
ORD-03899,CUST-021,PROD-012,LOC-071,REP-016,11/26/2024,04-Dec-2024,37,47,1421.54,925.16,0.1915,Completed,South,,
ORD-00583,CUST-013,PROD-106,LOC-013,REP-068,16-Jun-2024,06/22/2024,44,346,14156.05,8763.23,0.072,Pending,North,,
ORD-02414,CUST-658,PROD-106,,,09-Feb-2024,2024-02-23,37,134,3299.29,1425.19,,Pending,,,
ORD-01841,CUST-766,PROD-029,LOC-009,REP-054,01-Apr-2023,2023-04-06,18,246.20,3937.48,1907.98,0.1115,Completed,Central,,
ORD-00044,CUST-251,PROD-122,,,04/06/2023,20-Apr-2023,49,121.26,5203.78,3760.38,,Completed,,,
ORD-00211,CUST-183,PROD-138,,,01/20/2024,22-Jan-2024,44,482.25,13796.59,6252.56,,Returned,,,
ORD-04455,C248,PROD-003,LOC-026,REP-019,13-Mar-2023,2023-03-20,15,398,4150.21,2311.38,0.3062,Pending,North,,
ORD-00355,CUST-414,PROD-110,,,08/13/2024,2024-08-26,11,$247.34,1889.83,822.49,,Pending,,,
ORD-01303,C255,PROD-154,LOC-100,REP-023,08/24/2024,08/26/2024,50,$488.79,18439.6,11283.35,0.2455,Pending,South,,
ORD-03083,CUST-257,PROD-024,LOC-023,REP-012,08/19/2024,2024-08-23,50,$221.07,9773.5,7175.69,0.1158,Pending,Central,,
ORD-03359,CUST-485,PROD-015,LOC-057,REP-075,06/26/2024,2024-07-01,47,293,12028.95,5205.65,0.1279,Returned,East,CUST-9594,
ORD-03725,CUST-520,PROD-019,LOC-084,REP-032,10-Mar-2024,03/17/2024,26,118,2271.4,1761.25,0.2604,Completed,South,,
ORD-00368,CUST-411,PROD-103,,,02-Jan-2024,10-Jan-2024,40,137,3896.16,2139.18,,Completed,,,
ORD-00764,CUST-061,PROD-158,,,2023-10-20,10/23/2023,12,$131.50,1521.35,795.24,,Completed,,,
ORD-04049,CUST-327,PROD-038,LOC-009,REP-064,11-Apr-2023,2023-04-22,45,172.28,7291.32,3730.47,0.0595,Pending,West,,
ORD-02224,CUST-288,PROD-069,,,2023-02-28,2023-03-11,49,403.21,11899.82,6765.19,,Pending,,,
ORD-00136,CUST-462,PROD-027,,,05-Apr-2024,04/18/2024,37,$327.66,10564.35,6235.62,0.1286,Completed,,,
ORD-01527,CUST-510,PROD-001,LOC-015,REP-052,10/22/2023,27-Oct-2023,16,310.11,3196.37,2182.36,0.3558,Completed,Central,,
ORD-00048,CUST-642,PROD-062,,,05/01/2024,09-May-2024,17,377,4257.68,2175.35,0.3359,Pending,,,
ORD-02319,CUST-054,PROD-099,LOC-068,REP-058,05/20/2024,05/26/2024,7,495,3230.43,1899.83,0.0689,Completed,North,,
ORD-04190,C794,PROD-001,LOC-070,REP-037,30-Sep-2024,09-Oct-2024,21,458,8357.84,4955.19,0.1314,Returned,Central,,
ORD-02196,CUST-518,PROD-134,,,2023-02-21,26-Feb-2023,32,423.98,10121.25,7032.4,,Completed,,,
ORD-02246,CUST-776,PROD-196,LOC-084,REP-038,22-Sep-2024,29-Sep-2024,27,54.75,1167.08,733.8,0.2105,Cancelled,South,,
ORD-00671,CUST-241,PROD-166,,,01/25/2024,27-Jan-2024,28,175,4220.19,2281.05,,Pending,,,
ORD-02993,CUST-578,PROD-071,LOC-061,REP-051,2024-04-26,05/01/2024,5,101,-309.1,156.46,0.3898,Cancelled,East,,
ORD-04628,CUST-341,PROD-034,LOC-087,REP-048,20-May-2023,31-May-2023,9,231.75,1302.55,1008.26,0.3755,Completed,South,,
ORD-01159,CUST-472,PROD-021,LOC-093,REP-032,07/10/2023,2023-07-16,38,315,11881.03,5557.17,0.008,Completed,East,,
ORD-00062,C287,PROD-153,,,12/11/2023,12-Dec-2023,32,426.22,12647.48,6132.1,0.0727,Pending,,,
ORD-01630,CUST-016,PROD-199,LOC-043,REP-070,08/18/2023,08/29/2023,23,167.31,3603.0,2871.09,0.0637,Pending,East,,
ORD-02733,CUST-778,PROD-139,LOC-096,REP-028,12-Aug-2024,2024-08-20,42,$321.45,12569.34,6439.43,0.069,Completed,East,,
ORD-00096,CUST-850,PROD-169,,,05/09/2024,05/11/2024,16,$193.78,2655.25,1376.35,0.1436,Pending,,,
ORD-01745,CUST-805,PROD-190,,,08/17/2024,22-Aug-2024,12,28,214.1,171.16,,Pending,,,
ORD-00479,CUST-825,PROD-113,,,12/19/2024,2024-12-28,7,$67.28,427.11,338.56,0.0931,Pending,,,
ORD-01972,CUST-536,PROD-026,LOC-084,REP-035,2024-03-08,03/21/2024,41,$363.06,9970.28,4654.32,0.3302,Pending,Central,CUST-9008,
ORD-02785,C573,PROD-147,LOC-013,REP-025,11/08/2024,2024-11-10,46,480.86,18131.4,7637.53,0.1803,Completed,East,,
ORD-02926,CUST-086,PROD-084,LOC-055,REP-010,01/08/2023,2023-01-09,43,44,1185.17,862.34,0.3834,Pending,North,,
ORD-04596,CUST-985,PROD-030,,,2023-11-24,06-Dec-2023,24,402.37,6193.92,2590.19,,Completed,,,
