order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,profit,days_to_ship,order_year,order_month,order_quarter,order_weekday,revenue_tier,segment,customer_region,customer_status,category,subcategory,product_is_active,state,territory,rep_team,rep_manager
ORD-02438,CUST-0689,PROD-0070,LOC-0098,REP-0013,2023-04-16,2023-04-17,1,484.37,294.4,166.26,0.3922,Completed,North,128.14,1,2023,4,2,Sunday,Low,B2C,West,Active,Electronics,,1,LA,Territory-F,,
ORD-02439,CUST-0125,PROD-0090,LOC-0085,REP-0021,2024-05-12,2024-05-15,35,74.66,2120.01,990.89,0.1887,Completed,North,1129.12,3,2024,5,2,Sunday,High,B2C,West,Churned,Sports,Fitness,0,GA,Territory-E,Retail,Connie Lawrence
ORD-02440,CUST-0285,PROD-0121,LOC-0042,REP-0020,2023-05-24,2023-05-28,10,278.35,2581.97,1607.09,0.0724,Completed,Central,974.88,4,2023,5,2,Wednesday,High,B2C,South,Active,Beauty,Fragrance,1,KY,Territory-A,Partner,Cristian Santos
ORD-02441,CUST-0040,PROD-0186,LOC-0097,REP-0071,2024-06-22,2024-06-26,23,499.96,8780.7,4555.99,0.2364,Completed,North,4224.71,4,2024,6,2,Saturday,High,,South,Active,Home & Garden,Furniture,1,DE,Territory-E,Partner,Gina Moore
ORD-02442,CUST-0959,PROD-0064,LOC-0045,REP-0004,2023-10-02,2023-10-10,39,402.25,14255.46,10776.6,0.0913,Completed,North,3478.86,8,2023,10,4,Monday,Premium,B2C,Central,Active,Beauty,Skincare,0,,,Partner,Daniel Wagner
ORD-02443,CUST-0607,PROD-0034,LOC-0001,REP-0056,2023-11-18,2023-11-22,21,483.76,6323.95,4876.13,0.3775,Completed,Central,1447.82,4,2023,11,4,Saturday,High,B2C,East,Inactive,Office,Supplies,1,,,SMB,Allison Hill
ORD-02444,CUST-0614,PROD-0195,LOC-0060,REP-0068,2023-10-24,2023-10-26,41,351.6,10581.05,8280.74,0.266,Completed,North,2300.31,2,2023,10,4,Tuesday,Premium,B2B,West,Churned,Sports,Outdoor Recreation,1,AZ,Territory-E,Enterprise,Angie Henderson
ORD-02445,CUST-0637,PROD-0074,LOC-0092,REP-0043,2023-09-04,2023-09-05,9,463.68,4144.33,1778.39,0.0069,Returned,North,2365.94,1,2023,9,3,Monday,High,,East,Active,Sports,Team Sports,1,MS,Territory-F,SMB,Noah Rhodes
ORD-02446,CUST-0953,PROD-0168,LOC-0034,REP-0037,2023-09-06,2023-09-11,5,308.57,1005.01,452.76,0.3486,Pending,North,552.25,5,2023,9,3,Wednesday,Medium,Guest,East,Active,Home & Garden,Outdoor,1,IL,Territory-A,SMB,Noah Rhodes
ORD-02447,CUST-0180,PROD-0022,LOC-0083,REP-0066,2024-04-25,2024-05-04,27,400.93,9579.14,7218.02,0.1151,Completed,North,2361.12,9,2024,4,2,Thursday,High,B2C,South,Active,Apparel,Men's Clothing,1,CA,Territory-A,Partner,Cristian Santos
ORD-02448,CUST-0658,PROD-0182,LOC-0004,REP-0030,2024-11-21,2024-11-30,40,115.52,3908.27,2745.18,0.1542,Completed,Central,1163.09,9,2024,11,4,Thursday,High,B2C,South,Churned,Electronics,Accessories,1,CO,Territory-C,Partner,Allison Hill
ORD-02449,CUST-0743,PROD-0184,LOC-0057,REP-0033,2024-04-20,2024-04-29,38,387.69,10797.24,4739.33,0.2671,Returned,Central,6057.91,9,2024,4,2,Saturday,Premium,Guest,Central,Active,Apparel,Sportswear,1,CA,Territory-F,Partner,Angie Henderson
ORD-02450,CUST-0981,PROD-0089,LOC-0064,REP-0048,2023-09-03,2023-09-17,47,204.24,7388.57,3898.02,0.2303,Completed,East,3490.55,14,2023,9,3,Sunday,High,B2C,West,Active,Beauty,Haircare,1,MD,Territory-A,Retail,Noah Rhodes
ORD-02453,CUST-0916,PROD-0012,LOC-0011,REP-0052,2023-02-19,2023-02-26,22,213.09,4237.0,2461.44,0.0962,Completed,West,1775.56,7,2023,2,1,Sunday,High,B2C,South,Active,Office,Furniture,1,,,Online,Abigail Shaffer
ORD-02454,CUST-0602,PROD-0142,LOC-0008,REP-0018,2023-11-22,2023-11-25,29,210.12,3835.24,2175.74,0.3706,Completed,East,1659.5,3,2023,11,4,Wednesday,High,,West,Active,Home & Garden,Furniture,1,MN,Territory-A,SMB,Connie Lawrence
ORD-02455,CUST-0165,PROD-0164,LOC-0079,REP-0051,2024-01-02,2024-01-06,41,15.0,551.52,326.26,0.1121,Completed,Central,225.26,4,2024,1,1,Tuesday,Medium,B2C,North,Active,Home & Garden,Furniture,1,LA,Territory-E,Retail,Allison Hill
ORD-02456,CUST-0545,PROD-0073,LOC-0087,REP-0024,2023-10-30,2023-11-04,20,232.62,3094.31,2301.77,0.3349,Completed,North,792.54,5,2023,10,4,Monday,High,B2C,North,Active,Home & Garden,Outdoor,1,NY,Territory-D,Retail,Abigail Shaffer
ORD-02457,CUST-0281,PROD-0021,LOC-0059,REP-0017,2023-09-04,2023-09-16,10,450.0,4195.82,2184.31,0.0696,Completed,North,2011.51,12,2023,9,3,Monday,High,,North,Active,Electronics,Smartphones,1,TX,Territory-C,SMB,Allison Hill
ORD-02458,CUST-0548,PROD-0087,LOC-0041,REP-0059,2023-11-12,2023-11-14,47,168.84,7153.04,5359.36,0.0986,Pending,East,1793.68,2,2023,11,4,Sunday,High,Guest,West,Active,Office,Supplies,1,AL,Territory-E,Enterprise,Abigail Shaffer
ORD-02459,CUST-0016,PROD-0042,LOC-0036,REP-0022,2023-10-16,2023-10-30,38,464.44,14936.11,10957.71,0.1537,Completed,West,3978.4,14,2023,10,4,Monday,Premium,B2C,South,Active,Apparel,Sportswear,1,CO,Territory-B,Partner,Gina Moore
ORD-02460,CUST-0692,PROD-0154,LOC-0038,REP-0046,2024-01-13,2024-01-21,4,123.0,342.93,167.57,0.3052,Completed,East,175.36,8,2024,1,1,Saturday,Low,B2C,West,Inactive,Sports,Fitness,1,WV,Territory-D,SMB,Daniel Wagner
ORD-02461,CUST-0048,PROD-0072,LOC-0003,REP-0018,2023-07-05,2023-07-09,6,164.0,774.56,560.91,0.2151,Completed,South,213.65,4,2023,7,3,Wednesday,Medium,B2B,South,Active,Office,Furniture,1,CT,Territory-B,SMB,Connie Lawrence
ORD-02462,CUST-0102,PROD-0125,LOC-0038,REP-0021,2024-09-11,2024-09-18,26,95.99,1615.49,1045.05,0.3527,Completed,South,570.44,7,2024,9,3,Wednesday,Medium,,West,Inactive,Electronics,Laptops,1,WV,Territory-D,Retail,Connie Lawrence
ORD-02463,CUST-0927,PROD-0031,LOC-0046,REP-0031,2024-09-06,2024-09-09,9,18.09,157.14,92.02,0.0348,Cancelled,South,65.12,3,2024,9,3,Friday,Low,B2B,Central,Active,Apparel,,1,,,Enterprise,Connie Lawrence
ORD-02464,CUST-0227,PROD-0033,LOC-0046,REP-0005,2024-08-27,2024-08-30,26,194.0,4627.69,3440.11,0.084,Returned,West,1187.58,3,2024,8,3,Tuesday,High,B2B,South,Active,Home & Garden,Kitchen,1,,,,
ORD-02466,CUST-0634,PROD-0058,LOC-0063,REP-0063,2024-03-04,2024-03-06,0,294.0,12129.01,6012.88,0.0425,Completed,East,6116.13,2,2024,3,1,Monday,Premium,B2B,Central,Active,Sports,Fitness,1,LA,Territory-B,Enterprise,Gina Moore
ORD-02467,CUST-0441,PROD-0026,LOC-0049,REP-0019,2023-03-28,2023-04-07,4,6.02,17.86,8.46,0.2585,Completed,East,9.4,10,2023,3,1,Tuesday,Low,B2B,North,Churned,Sports,Fitness,0,VT,Territory-D,Retail,Angie Henderson
ORD-02468,CUST-0758,PROD-0095,LOC-0046,REP-0040,2023-07-08,2023-07-22,22,191.4,3001.46,1537.68,0.2872,Completed,Central,1463.78,14,2023,7,3,Saturday,High,B2C,East,Active,Sports,Team Sports,1,,,Enterprise,Daniel Wagner
ORD-02470,CUST-0787,PROD-0020,LOC-0037,REP-0043,2023-05-20,2023-06-01,15,46.01,583.87,380.11,0.154,Completed,Central,203.76,12,2023,5,2,Saturday,Medium,B2B,South,Active,Beauty,Haircare,1,WV,Territory-F,SMB,Noah Rhodes
ORD-02471,CUST-0630,PROD-0076,LOC-0097,REP-0046,2024-01-21,2024-01-26,29,368.29,7101.4,4101.59,0.3351,Pending,North,2999.81,5,2024,1,1,Sunday,High,B2C,South,Active,Home & Garden,Decor,0,DE,Territory-E,SMB,Daniel Wagner
ORD-02472,CUST-0439,PROD-0108,LOC-0092,REP-0055,2023-07-20,2023-07-31,40,351.15,13458.88,5815.74,0.0418,Completed,West,7643.14,11,2023,7,3,Thursday,Premium,B2C,North,Active,Beauty,Skincare,0,MS,Territory-F,Partner,Gina Moore
ORD-02473,CUST-0028,PROD-0148,LOC-0021,REP-0071,2023-12-15,2023-12-16,23,92.0,1726.87,1309.89,0.1884,Completed,South,416.98,1,2023,12,4,Friday,Medium,Guest,North,Active,Beauty,Haircare,1,PA,Territory-E,Partner,Gina Moore
ORD-02474,CUST-0062,PROD-0040,LOC-0017,REP-0032,2023-03-30,2023-04-13,45,325.76,,5006.21,0.1907,Pending,Central,,14,2023,3,1,Thursday,Premium,B2B,West,Active,Home & Garden,Kitchen,1,MS,Territory-A,Partner,Noah Rhodes
ORD-02475,CUST-0645,PROD-0123,LOC-0081,REP-0055,2023-03-12,2023-03-23,8,198.44,1190.0,799.56,0.2504,Completed,West,390.44,11,2023,3,1,Sunday,Medium,,South,Active,Beauty,Skincare,0,,,Partner,Gina Moore
ORD-02476,CUST-0160,PROD-0019,LOC-0018,REP-0049,2023-07-29,2023-08-04,16,72.06,1061.41,631.03,0.0794,Completed,Central,430.38,6,2023,7,3,Saturday,Medium,B2B,Central,Inactive,Office,Stationery,1,TX,Territory-C,Enterprise,Noah Rhodes
ORD-02477,CUST-0086,PROD-0074,LOC-0020,REP-0040,2024-10-13,2024-10-22,47,145.0,5447.88,3081.51,0.2051,Returned,North,2366.37,9,2024,10,4,Sunday,High,B2C,Central,Active,Sports,Team Sports,1,IL,Territory-E,Enterprise,Daniel Wagner
ORD-02478,CUST-0584,PROD-0193,LOC-0069,REP-0073,2023-07-17,2023-07-18,3,19.0,40.63,23.62,0.2986,Completed,South,17.01,1,2023,7,3,Monday,Low,B2B,West,Active,Electronics,Wearables,1,CO,Territory-D,SMB,Cristian Santos
ORD-02479,CUST-0675,PROD-0161,LOC-0065,REP-0049,2024-12-14,2024-12-17,16,353.0,5482.51,2507.04,0.0293,Completed,Central,2975.47,3,2024,12,4,Saturday,High,B2B,South,Churned,Apparel,Footwear,0,CT,Territory-D,Enterprise,Noah Rhodes
ORD-02480,CUST-0503,PROD-0169,LOC-0071,REP-0026,2024-01-25,2024-02-04,14,67.0,767.09,602.76,0.1915,Pending,North,164.33,10,2024,1,1,Thursday,Medium,B2C,West,Active,Office,Stationery,1,,,Partner,Cristian Santos
ORD-02482,CUST-0189,PROD-0111,LOC-0057,REP-0029,2023-10-09,2023-10-20,2,408.19,553.91,257.83,0.3215,Completed,East,296.08,11,2023,10,4,Monday,Medium,B2C,West,Inactive,Home & Garden,Outdoor,1,CA,Territory-F,,
ORD-02483,CUST-0501,PROD-0094,LOC-0087,REP-0051,2024-01-13,2024-01-15,10,246.49,1485.35,781.84,0.3974,Completed,South,703.51,2,2024,1,1,Saturday,Medium,B2C,East,Inactive,Apparel,Sportswear,1,NY,Territory-D,Retail,Allison Hill
ORD-02485,CUST-0323,PROD-0002,LOC-0053,REP-0075,2023-10-13,2023-10-27,37,147.55,4656.83,2086.84,0.147,Completed,South,2569.99,14,2023,10,4,Friday,High,Guest,Central,Active,Electronics,Wearables,1,MS,Territory-C,SMB,Allison Hill
ORD-02486,CUST-0888,PROD-0108,LOC-0099,REP-0017,2023-05-13,2023-05-23,27,166.86,3543.36,1890.46,0.2135,Completed,North,1652.9,10,2023,5,2,Saturday,High,B2C,East,Churned,Beauty,Skincare,0,MN,Territory-C,SMB,Allison Hill
ORD-02487,CUST-0629,PROD-0113,LOC-0075,REP-0028,2024-04-03,2024-04-10,46,248.63,8704.69,4287.63,0.2389,Completed,North,4417.06,7,2024,4,2,Wednesday,High,B2C,West,Active,Home & Garden,Furniture,1,KY,Territory-B,Online,Angie Henderson
ORD-02488,CUST-0923,PROD-0002,LOC-0024,REP-0019,2023-09-21,2023-10-02,18,433.9,7582.14,4778.35,0.0292,Completed,East,2803.79,11,2023,9,3,Thursday,High,B2C,North,Active,Electronics,Wearables,1,PA,Territory-F,Retail,Angie Henderson
ORD-02489,CUST-0294,PROD-0089,LOC-0064,REP-0073,2023-07-20,2023-07-25,32,233.43,4529.66,3061.28,0.3936,Returned,North,1468.38,5,2023,7,3,Thursday,High,B2C,West,Active,Beauty,Haircare,1,MD,Territory-A,SMB,Cristian Santos
ORD-02490,CUST-0025,PROD-0053,LOC-0030,REP-0068,2024-04-19,2024-05-03,9,189.92,1118.55,577.76,0.3456,Pending,West,540.79,14,2024,4,2,Friday,Medium,B2C,South,Active,Office,Supplies,1,NY,Territory-D,Enterprise,Angie Henderson
ORD-02491,CUST-0793,PROD-0063,LOC-0025,REP-0057,2023-05-18,2023-05-20,19,229.13,3168.02,2467.04,0.2723,Cancelled,South,700.98,2,2023,5,2,Thursday,High,B2C,South,Active,Office,Stationery,1,NV,Territory-D,Enterprise,Noah Rhodes
ORD-02492,CUST-0735,PROD-0102,LOC-0063,REP-0052,2024-10-22,2024-11-03,10,348.24,2191.82,1489.31,0.3706,Completed,North,702.51,12,2024,10,4,Tuesday,High,B2C,West,Active,Apparel,Men's Clothing,1,LA,Territory-B,Online,Abigail Shaffer
ORD-02493,CUST-0437,PROD-0052,LOC-0001,REP-0015,2024-03-31,2024-04-01,26,102.58,1994.71,1333.19,0.2521,Returned,Central,661.52,1,2024,3,1,Sunday,Medium,,South,Active,Beauty,Skincare,0,,,Retail,Abigail Shaffer
ORD-02494,CUST-0300,PROD-0129,LOC-0035,REP-0017,2023-03-10,2023-03-13,10,18.4,114.14,47.89,0.3797,Returned,Central,66.25,3,2023,3,1,Friday,Low,,East,Active,Beauty,,1,FL,Territory-A,SMB,Allison Hill
ORD-02495,CUST-0434,PROD-0116,LOC-0087,REP-0074,2024-02-02,2024-02-16,17,387.0,4298.48,2069.36,0.3479,Cancelled,South,2229.12,14,2024,2,1,Friday,High,B2B,South,Active,Electronics,,0,NY,Territory-D,Retail,Allison Hill
ORD-02496,CUST-0715,PROD-0053,LOC-0049,REP-0002,2024-01-26,2024-01-27,33,87.36,1755.96,1081.85,0.3909,Completed,North,674.11,1,2024,1,1,Friday,Medium,,West,Active,Office,Supplies,1,VT,Territory-D,Partner,Noah Rhodes
ORD-02497,CUST-0137,PROD-0007,LOC-0072,REP-0048,2023-12-10,2023-12-21,44,130.33,3630.52,2745.62,0.3669,Returned,Central,884.9,11,2023,12,4,Sunday,High,,Central,Inactive,Sports,Team Sports,1,SC,Territory-A,Retail,Noah Rhodes
ORD-02498,CUST-0379,PROD-0196,LOC-0012,REP-0073,2024-03-05,2024-03-10,37,359.02,13007.44,9714.41,0.0208,Completed,Central,3293.03,5,2024,3,1,Tuesday,Premium,B2C,East,Active,Apparel,Men's Clothing,1,TX,Territory-A,SMB,Cristian Santos
ORD-02499,CUST-0299,PROD-0101,LOC-0015,REP-0061,2023-08-09,2023-08-15,4,413.31,1012.44,759.18,0.3876,Completed,East,253.26,6,2023,8,3,Wednesday,Medium,B2B,Central,Churned,Sports,Team Sports,1,SC,Territory-D,SMB,Cristian Santos
ORD-02500,CUST-0222,PROD-0135,LOC-0094,REP-0066,2023-12-20,2024-01-02,34,359.12,7841.31,5151.06,0.3578,Completed,North,2690.25,13,2023,12,4,Wednesday,High,,West,Inactive,Beauty,Haircare,1,WV,Territory-E,Partner,Cristian Santos
ORD-02501,CUST-0063,PROD-0070,LOC-0031,REP-0009,2024-08-13,2024-08-24,49,365.49,17652.91,8863.74,0.0143,Completed,East,8789.17,11,2024,8,3,Tuesday,Premium,B2C,East,Churned,Electronics,,1,NJ,,Enterprise,Abigail Shaffer
ORD-02502,CUST-0535,PROD-0163,LOC-0084,REP-0014,2023-12-23,2023-12-30,25,447.0,9662.54,6520.68,0.136,Returned,South,3141.86,7,2023,12,4,Saturday,High,B2C,North,Active,Home & Garden,Decor,1,,,Enterprise,Angie Henderson
ORD-02503,CUST-0044,PROD-0160,LOC-0082,REP-0002,2023-10-09,2023-10-18,42,112.0,4139.73,2185.31,0.1241,Completed,South,1954.42,9,2023,10,4,Monday,High,B2B,East,Churned,Office,Supplies,0,WV,Territory-A,Partner,Noah Rhodes
ORD-02504,CUST-0563,PROD-0068,LOC-0005,REP-0012,2023-04-16,2023-04-23,34,466.04,13427.36,7773.79,0.1526,Completed,West,5653.57,7,2023,4,2,Sunday,Premium,B2C,Central,Active,Apparel,Men's Clothing,1,PA,Territory-C,Enterprise,Abigail Shaffer
ORD-02505,CUST-0540,PROD-0178,LOC-0072,REP-0027,2024-09-14,2024-09-15,10,444.0,3042.33,2016.53,0.3161,Completed,Central,1025.8,1,2024,9,3,Saturday,High,Guest,East,Active,Sports,,1,SC,Territory-A,Retail,Angie Henderson
ORD-02506,CUST-0433,PROD-0029,LOC-0011,REP-0073,2024-05-10,2024-05-22,7,220.0,1479.54,897.17,0.0427,Completed,Central,582.37,12,2024,5,2,Friday,Medium,B2B,East,Active,Office,Supplies,1,,,SMB,Cristian Santos
ORD-02507,CUST-0164,PROD-0106,LOC-0009,REP-0061,2024-08-07,2024-08-15,25,222.08,4265.6,2922.46,0.2317,Completed,South,1343.14,8,2024,8,3,Wednesday,High,B2B,South,Inactive,Office,Furniture,1,AZ,Territory-B,SMB,Cristian Santos
ORD-02508,CUST-0262,PROD-0092,LOC-0083,REP-0070,2023-02-12,2023-02-24,21,433.0,7884.36,6241.39,0.1331,Completed,South,1642.97,12,2023,2,1,Sunday,High,,South,Churned,Home & Garden,Outdoor,0,CA,Territory-A,,Daniel Wagner
ORD-02509,CUST-0975,PROD-0062,LOC-0032,REP-0075,2023-03-10,2023-03-20,23,213.88,4053.95,1864.74,0.1759,Completed,East,2189.21,10,2023,3,1,Friday,High,,South,Active,Sports,Fitness,1,AZ,Territory-B,SMB,Allison Hill
ORD-02511,CUST-0562,PROD-0125,LOC-0078,REP-0027,2023-12-10,2023-12-19,3,37.94,98.78,71.69,0.1321,Cancelled,West,27.09,9,2023,12,4,Sunday,Low,B2B,North,Churned,Electronics,Laptops,1,CA,Territory-F,Retail,Angie Henderson
ORD-02512,CUST-0184,PROD-0123,LOC-0097,REP-0050,2023-01-05,2023-01-19,50,105.18,4940.3,2994.69,0.0606,Completed,West,1945.61,14,2023,1,1,Thursday,High,B2B,West,Active,Beauty,Skincare,0,DE,Territory-E,Retail,Daniel Wagner
ORD-02513,CUST-0169,PROD-0082,LOC-0017,REP-0067,2024-03-16,2024-03-26,36,406.0,13334.5,7022.78,0.0888,Pending,North,6311.72,10,2024,3,1,Saturday,Premium,,West,Active,Home & Garden,Kitchen,1,MS,Territory-A,Partner,Allison Hill
ORD-02514,CUST-0964,PROD-0002,LOC-0069,REP-0073,2024-01-15,2024-01-20,28,57.72,1461.98,1054.84,0.0954,Completed,South,407.14,5,2024,1,1,Monday,Medium,Guest,West,Active,Electronics,Wearables,1,CO,Territory-D,SMB,Cristian Santos
ORD-02515,CUST-0973,PROD-0124,LOC-0061,REP-0061,2024-04-28,2024-05-01,47,421.97,14763.38,10426.05,0.2556,Completed,South,4337.33,3,2024,4,2,Sunday,Premium,B2B,East,Churned,Beauty,Haircare,1,MA,Territory-E,SMB,Cristian Santos
ORD-02517,CUST-0050,PROD-0037,LOC-0092,REP-0036,2024-02-04,2024-02-08,1,391.0,381.6,220.2,0.0246,Completed,North,161.4,4,2024,2,1,Sunday,Low,Guest,North,Active,Apparel,Footwear,1,MS,Territory-F,,
ORD-02518,CUST-0757,PROD-0169,LOC-0062,REP-0058,2023-05-25,2023-05-29,19,339.19,5184.69,3916.41,0.1955,Cancelled,East,1268.28,4,2023,5,2,Thursday,High,B2C,West,Inactive,Office,Stationery,1,MN,Territory-F,Enterprise,Daniel Wagner
ORD-02519,CUST-0695,PROD-0149,LOC-0075,REP-0061,2024-04-25,2024-04-27,49,311.43,9595.53,6570.31,0.3712,Completed,North,3025.22,2,2024,4,2,Thursday,High,Guest,East,Churned,Home & Garden,Outdoor,1,KY,Territory-B,SMB,Cristian Santos
ORD-02521,CUST-0156,PROD-0042,LOC-0037,REP-0018,2024-06-20,2024-07-04,16,101.41,1116.97,453.97,0.3116,Pending,East,663.0,14,2024,6,2,Thursday,Medium,B2C,West,Churned,Apparel,Sportswear,1,WV,Territory-F,SMB,Connie Lawrence
ORD-02522,CUST-0131,PROD-0023,LOC-0075,REP-0010,2024-11-21,2024-11-28,44,357.76,14505.74,8464.93,0.0785,Completed,South,6040.81,7,2024,11,4,Thursday,Premium,B2C,Central,Active,Office,Stationery,1,KY,Territory-B,Partner,Connie Lawrence
ORD-02523,CUST-0432,PROD-0013,LOC-0098,REP-0015,2023-09-22,2023-09-26,40,353.19,11535.19,6283.66,0.1835,Completed,South,5251.53,4,2023,9,3,Friday,Premium,B2C,West,Active,Beauty,Skincare,1,LA,Territory-F,Retail,Abigail Shaffer
ORD-02524,CUST-0045,PROD-0018,LOC-0051,REP-0020,2023-12-09,2023-12-17,41,295.44,11713.31,9111.48,0.033,Completed,North,2601.83,8,2023,12,4,Saturday,Premium,B2C,West,Active,Electronics,Laptops,0,CA,Territory-D,Partner,Cristian Santos
ORD-02525,CUST-0686,PROD-0067,LOC-0060,REP-0044,2024-03-05,2024-03-06,2,254.44,481.5,259.75,0.0538,Completed,South,221.75,1,2024,3,1,Tuesday,Low,B2C,East,Active,Beauty,,1,AZ,Territory-E,Retail,Abigail Shaffer
ORD-02526,CUST-0367,PROD-0126,LOC-0012,REP-0024,2024-09-04,2024-09-12,36,459.66,15202.43,8018.64,0.0813,Completed,South,7183.79,8,2024,9,3,Wednesday,Premium,B2C,South,Inactive,Sports,Outdoor Recreation,1,TX,Territory-A,Retail,Abigail Shaffer
ORD-02527,CUST-0947,PROD-0106,LOC-0082,REP-0050,2023-04-21,2023-04-26,37,204.0,5839.15,4246.7,0.2281,Completed,Central,1592.45,5,2023,4,2,Friday,High,B2C,West,Inactive,Office,Furniture,1,WV,Territory-A,Retail,Daniel Wagner
ORD-02529,CUST-0924,PROD-0043,LOC-0093,REP-0064,2024-03-09,2024-03-15,10,390.45,3682.72,2051.78,0.0568,Completed,Central,1630.94,6,2024,3,1,Saturday,High,Guest,North,Churned,Apparel,Men's Clothing,1,KY,Territory-A,,
ORD-02530,CUST-0022,PROD-0140,LOC-0051,REP-0007,2024-11-16,2024-11-19,19,6.29,80.75,54.56,0.3243,Pending,South,26.19,3,2024,11,4,Saturday,Low,B2C,South,Active,Beauty,Haircare,1,CA,Territory-D,Online,Noah Rhodes
ORD-02531,CUST-0785,PROD-0087,LOC-0036,REP-0027,2023-03-30,2023-04-04,43,374.41,11012.15,5812.78,0.316,Completed,Central,5199.37,5,2023,3,1,Thursday,Premium,B2C,North,Active,Office,Supplies,1,CO,Territory-B,Retail,Angie Henderson
ORD-02532,CUST-0241,PROD-0082,LOC-0054,REP-0028,2023-05-27,2023-06-04,8,203.32,1202.52,831.97,0.2607,Returned,South,370.55,8,2023,5,2,Saturday,Medium,B2B,West,Inactive,Home & Garden,Kitchen,1,,,Online,Angie Henderson
ORD-02533,CUST-0059,PROD-0185,LOC-0005,REP-0007,2024-01-26,2024-02-05,46,382.5,11283.67,8177.61,0.3587,Completed,North,3106.06,10,2024,1,1,Friday,Premium,Guest,Central,Active,Home & Garden,Kitchen,1,PA,Territory-C,Online,Noah Rhodes
ORD-02534,CUST-0829,PROD-0080,LOC-0069,REP-0006,2024-06-22,2024-07-06,39,296.38,11253.67,6497.27,0.0264,Completed,North,4756.4,14,2024,6,2,Saturday,Premium,Guest,South,Active,Electronics,Tablets,0,CO,Territory-D,SMB,Abigail Shaffer
ORD-02535,CUST-0557,PROD-0154,LOC-0097,REP-0024,2023-06-27,2023-07-06,42,491.29,18729.65,12728.82,0.0923,Completed,East,6000.83,9,2023,6,2,Tuesday,Premium,B2C,East,Inactive,Sports,Fitness,1,DE,Territory-E,Retail,Abigail Shaffer
ORD-02536,CUST-0428,PROD-0109,LOC-0012,REP-0032,2024-10-01,2024-10-12,4,312.0,1135.76,873.84,0.092,Pending,West,261.92,11,2024,10,4,Tuesday,Medium,B2B,Central,Churned,Office,Stationery,1,TX,Territory-A,Partner,Noah Rhodes
ORD-02537,CUST-0141,PROD-0173,LOC-0082,REP-0055,2024-03-03,2024-03-10,11,269.23,2200.12,1330.5,0.2571,Returned,South,869.62,7,2024,3,1,Sunday,High,B2B,East,Active,Apparel,Footwear,1,WV,Territory-A,Partner,Gina Moore
ORD-02538,CUST-0788,PROD-0118,LOC-0001,REP-0045,2024-06-16,2024-06-18,23,427.26,6425.86,4040.78,0.3461,Pending,East,2385.08,2,2024,6,2,Sunday,High,,West,Active,Electronics,Laptops,1,,,Enterprise,Allison Hill
ORD-02539,CUST-0009,PROD-0157,LOC-0056,REP-0064,2023-08-14,2023-08-16,6,22.99,118.7,73.52,0.1395,Completed,South,45.18,2,2023,8,3,Monday,Low,Guest,South,Churned,Sports,Team Sports,1,CO,Territory-A,,
ORD-02540,CUST-0765,PROD-0079,LOC-0018,REP-0055,2023-07-27,2023-08-06,29,311.27,7978.82,3636.77,0.1161,Completed,North,4342.05,10,2023,7,3,Thursday,High,,East,Active,Home & Garden,,1,TX,Territory-C,Partner,Gina Moore
ORD-02541,CUST-0416,PROD-0125,LOC-0055,REP-0062,2024-09-12,2024-09-16,31,499.36,10938.28,5932.83,0.2934,Completed,North,5005.45,4,2024,9,3,Thursday,Premium,B2B,West,Inactive,Electronics,Laptops,1,WI,Territory-E,,
ORD-02542,CUST-0556,PROD-0056,LOC-0053,REP-0031,2024-12-07,2024-12-21,7,257.0,1454.49,1087.8,0.1915,Completed,Central,366.69,14,2024,12,4,Saturday,Medium,B2C,Central,Churned,Beauty,Fragrance,0,MS,Territory-C,Enterprise,Connie Lawrence
ORD-02543,CUST-0901,PROD-0199,LOC-0082,REP-0021,2024-03-18,2026-07-15,34,453.5,11306.75,4633.84,0.2667,Pending,West,6672.91,849,2024,3,1,Monday,Premium,B2B,West,Inactive,Home & Garden,Decor,1,WV,Territory-A,Retail,Connie Lawrence
ORD-02544,CUST-0012,PROD-0146,LOC-0090,REP-0025,2024-04-15,2024-04-22,12,298.1,3313.92,1898.55,0.0736,Completed,Central,1415.37,7,2024,4,2,Monday,High,B2B,North,Active,Electronics,Wearables,1,MN,Territory-D,Online,Allison Hill
ORD-02545,CUST-0939,PROD-0165,LOC-0078,REP-0069,2024-04-03,2024-04-14,26,47.38,1037.12,753.79,0.1581,Completed,Central,283.33,11,2024,4,2,Wednesday,Medium,,North,Inactive,Home & Garden,Furniture,1,CA,Territory-F,Partner,Angie Henderson
ORD-02546,CUST-0139,PROD-0083,LOC-0044,REP-0062,2024-09-15,2024-09-16,30,149.26,3432.23,2482.77,0.2335,Completed,North,949.46,1,2024,9,3,Sunday,High,Guest,East,Active,Apparel,,1,MD,Territory-C,,
ORD-02547,CUST-0563,PROD-0049,LOC-0072,REP-0048,2024-05-06,2024-05-14,10,219.0,1340.91,984.74,0.3898,Completed,North,356.17,8,2024,5,2,Monday,Medium,B2C,Central,Active,Beauty,Haircare,1,SC,Territory-A,Retail,Noah Rhodes
